time(sec),engine_speed(rpm),actual_torque(%),fuel_rate(LPH),tilt_pitch(deg),tilt_roll(deg),tilt_yaw(deg),arm_tilit(deg),arm_roll(deg),boom_tilit(deg),boom_roll(deg),pressure(bar),flow_rate(LPM)
166.833,1136.000,47.000,170.050,95.651,1.077,47.522,-66.472,1.017,57.184,0.526,30.746,82.399
166.883,1136.500,46.000,170.050,95.524,1.092,47.521,-66.458,1.041,57.184,0.556,30.825,82.094
166.933,1138.000,46.000,168.050,95.524,1.092,47.526,-66.472,1.025,57.208,0.573,30.825,82.192
166.983,1137.000,46.000,168.050,95.524,1.092,47.526,-66.472,1.021,57.200,0.631,31.495,82.173
167.033,1136.500,46.000,168.050,95.400,1.097,47.530,-66.581,1.045,57.233,0.623,30.175,81.148
167.084,1135.500,46.000,168.050,95.400,1.097,47.530,-66.526,1.037,57.208,0.623,30.746,82.094
167.133,1133.500,47.000,169.050,95.139,1.102,47.544,-66.499,1.041,57.184,0.623,30.746,82.084
167.183,1135.500,47.000,169.050,95.139,1.102,47.544,-66.458,1.041,57.216,0.631,30.510,81.936
167.233,1135.500,47.000,169.050,94.974,1.073,47.550,-66.513,1.041,57.216,0.615,30.018,83.099
167.283,1134.000,47.000,168.050,94.974,1.073,47.550,-66.417,1.066,57.192,0.623,30.471,81.503
167.333,1135.000,47.000,167.050,94.893,1.042,47.548,-66.526,1.078,57.200,0.582,31.200,82.094
167.383,1134.500,47.000,167.050,94.893,1.042,47.548,-66.472,1.049,57.192,0.573,30.687,82.045
167.433,1135.500,46.000,167.050,94.893,1.042,47.545,-66.485,1.053,57.208,0.556,30.983,81.631
167.483,1134.000,47.000,167.050,94.893,1.042,47.545,-66.485,1.033,57.208,0.548,30.077,82.714
167.533,1135.500,46.000,167.050,94.692,1.051,47.538,-66.485,1.033,57.225,0.594,30.392,81.670
167.584,1133.500,47.000,167.050,94.692,1.051,47.538,-66.458,1.066,57.168,0.556,30.687,81.700
167.633,1133.500,47.000,167.050,94.570,1.082,47.538,-66.526,1.062,57.135,0.565,30.924,82.429
167.683,1134.000,47.000,167.050,94.570,1.082,47.538,-66.444,1.037,57.094,0.639,30.215,81.060
167.733,1136.000,46.000,168.050,94.570,1.082,47.539,-66.431,1.029,57.086,0.565,29.840,82.281
167.783,1134.500,47.000,168.050,94.473,1.124,47.545,-66.595,1.053,57.127,0.522,30.648,82.094
167.834,1134.500,47.000,170.050,94.331,1.136,47.550,-66.499,1.012,57.143,0.505,30.983,81.464
167.883,1134.000,47.000,170.050,94.331,1.136,47.550,-66.376,1.058,57.216,0.548,30.628,82.271
167.933,1135.000,47.000,171.050,94.181,1.120,47.560,-66.540,1.070,57.233,0.578,30.510,81.138
167.983,1132.000,47.000,171.050,94.181,1.120,47.560,-66.581,1.053,57.208,0.548,30.392,82.350
168.034,1130.000,48.000,173.050,93.966,1.093,47.563,-66.376,1.008,57.208,0.535,30.471,81.661
168.083,1125.000,52.000,173.050,93.966,1.093,47.563,-66.376,1.025,57.208,0.548,30.806,81.808
168.133,1126.500,54.000,181.050,93.966,1.093,47.562,-66.280,1.037,57.143,0.518,30.628,83.108
168.184,1125.500,55.000,181.050,93.966,1.093,47.562,-66.307,1.049,57.070,0.513,29.387,81.513
168.233,1127.000,55.000,188.050,93.143,1.127,47.556,-66.253,0.992,57.094,0.552,29.722,82.192
168.283,1129.000,54.000,188.050,93.143,1.127,47.556,-66.225,1.004,57.102,0.556,29.525,81.395
168.333,1128.500,54.000,189.050,92.694,1.094,47.553,-66.198,1.045,57.135,0.590,31.101,82.015
168.383,1131.000,54.000,189.050,92.694,1.094,47.553,-66.554,1.017,57.102,0.573,30.904,82.921
168.433,1131.000,54.000,191.050,92.300,1.039,47.552,-66.608,1.148,57.078,0.560,31.357,81.690
168.483,1131.500,54.000,191.050,92.300,1.039,47.552,-66.923,1.086,57.111,0.578,30.234,83.138
168.534,1131.000,54.000,191.050,92.300,1.039,47.558,-67.101,1.082,57.013,0.565,30.037,81.464
168.584,1132.500,54.000,191.050,91.813,1.007,47.559,-67.114,1.107,56.956,0.543,29.821,81.592
168.633,1133.000,54.000,191.050,91.194,1.029,47.571,-67.018,1.045,57.013,0.526,30.333,82.340
168.684,1133.000,54.000,191.050,91.194,1.029,47.571,-66.786,1.062,57.086,0.492,30.077,81.464
168.733,1134.500,54.000,191.050,91.194,1.029,47.572,-66.403,1.070,57.094,0.496,30.609,82.764
168.783,1134.500,54.000,191.050,90.583,1.108,47.576,-66.335,1.074,57.119,0.509,30.707,81.503
168.833,1136.500,53.000,190.050,89.990,1.147,47.575,-66.280,1.078,57.078,0.509,30.687,81.148
168.883,1137.500,53.000,190.050,89.990,1.147,47.575,-66.225,1.082,57.070,0.552,31.101,82.429
168.933,1140.000,53.000,188.050,89.990,1.147,47.571,-66.431,1.045,57.111,0.522,31.003,81.877
168.983,1153.000,45.000,188.050,89.658,1.245,47.568,-66.731,1.131,57.127,0.522,31.081,82.045
169.033,1152.500,42.000,157.050,89.523,1.115,47.565,-67.415,1.094,57.102,0.552,31.889,82.508
169.083,1149.000,42.000,157.050,89.523,1.115,47.565,-67.224,1.131,57.070,0.488,31.810,82.399
169.133,1145.500,42.000,152.050,89.523,1.115,47.565,-66.554,1.156,56.980,0.684,29.840,82.054
169.183,1145.500,42.000,152.050,88.956,1.085,47.566,-65.911,1.123,57.021,0.725,29.348,82.054
169.233,1141.500,43.000,152.050,88.956,1.085,47.567,-65.432,1.074,57.054,0.590,30.510,82.025
169.283,1137.500,43.000,154.050,88.274,1.329,47.570,-65.090,1.004,57.094,0.594,32.007,80.794
169.333,1140.000,43.000,156.050,88.140,0.228,47.572,-65.145,1.012,57.233,0.598,43.196,81.454
169.383,1136.000,43.000,156.050,88.140,0.228,47.580,-65.049,0.984,57.216,0.664,54.700,80.469
169.433,1137.000,43.000,157.050,88.333,1.315,47.582,-64.079,0.824,57.184,0.762,37.779,81.582
169.483,1136.000,43.000,157.050,88.333,1.315,47.582,-65.337,0.530,57.135,0.631,34.213,82.665
169.533,1136.000,43.000,158.050,88.486,1.746,47.588,-68.194,0.509,57.176,0.248,31.259,81.355
169.583,1136.500,43.000,158.050,88.486,1.746,47.588,-68.960,1.070,57.184,0.346,30.057,82.468
169.634,1135.000,44.000,159.050,88.212,1.933,47.586,-68.441,1.611,56.988,0.787,31.377,81.759
169.683,1136.000,44.000,159.050,88.212,1.933,47.584,-68.550,1.701,56.915,0.906,32.086,82.045
169.733,1137.500,43.000,160.050,88.045,1.918,47.581,-67.634,1.656,56.931,0.861,31.121,82.301
169.783,1134.500,44.000,160.050,88.045,1.918,47.578,-65.678,1.361,57.054,0.779,29.505,81.848
169.834,1134.500,44.000,160.050,88.045,1.918,47.578,-65.118,0.943,57.388,0.664,28.698,81.887
169.883,1132.500,45.000,162.050,87.958,1.761,47.576,-64.776,0.556,57.379,0.483,28.245,82.074
169.933,1133.500,45.000,163.050,88.277,1.357,47.576,-64.817,0.458,57.363,0.505,27.240,82.084
169.983,1132.000,45.000,163.050,88.277,1.357,47.576,-65.911,0.355,57.102,0.488,26.472,82.685
170.034,1130.000,46.000,162.050,88.277,1.357,47.575,-66.895,0.410,57.078,0.518,26.019,81.789
170.083,1130.500,46.000,162.050,88.498,1.352,47.579,-67.101,0.635,56.948,0.530,26.531,81.670
170.134,1127.500,48.000,165.050,88.498,1.352,47.582,-67.470,0.631,56.801,0.543,27.122,82.212
170.183,1128.000,48.000,165.050,88.228,1.688,47.583,-67.716,0.647,56.850,0.453,26.669,82.084
170.233,1126.000,51.000,175.050,88.149,2.007,47.593,-67.087,0.664,56.980,0.479,28.678,82.734
170.283,1128.500,50.000,175.050,88.149,2.007,47.593,-66.472,0.746,57.094,0.496,31.180,81.936
170.333,1127.500,52.000,182.050,88.313,2.388,47.599,-65.979,0.893,57.070,0.475,35.514,81.395
170.383,1127.500,53.000,182.050,88.313,2.388,47.598,-65.049,1.152,56.988,0.643,39.178,81.444
170.433,1129.000,53.000,190.050,88.313,2.388,47.595,-63.966,1.414,56.931,0.668,42.881,80.567
170.483,1132.000,53.000,190.050,88.313,2.388,47.595,-63.642,1.501,57.037,0.627,46.447,81.365
170.533,1133.000,53.000,188.050,87.815,2.727,47.586,-63.593,1.509,57.127,0.656,48.613,80.932
170.584,1135.000,52.000,188.050,87.815,2.727,47.586,-63.974,1.484,57.388,0.705,49.303,81.995
170.633,1135.000,52.000,188.050,87.866,2.132,47.592,-65.159,1.451,57.249,0.672,50.977,81.286
170.684,1138.000,52.000,186.050,87.866,2.132,47.592,-66.321,1.287,57.192,0.635,53.716,80.646
170.733,1137.000,52.000,185.050,87.965,2.009,47.611,-67.360,1.230,56.874,0.619,55.094,80.321
170.783,1138.000,52.000,185.050,87.965,2.009,47.617,-68.263,1.090,56.728,0.548,56.454,80.794
170.834,1138.000,52.000,184.050,87.965,2.009,47.617,-68.413,1.033,56.687,0.539,58.148,80.567
170.883,1138.500,52.000,184.050,87.508,1.902,47.615,-68.331,1.250,56.654,0.518,56.789,81.119
170.934,1138.500,51.000,183.050,87.179,1.805,47.606,-67.812,1.435,56.752,0.543,59.507,80.656
170.983,1136.000,52.000,183.050,87.179,1.805,47.608,-67.470,1.394,56.850,0.594,58.502,79.966
171.033,1137.500,51.000,182.050,87.084,1.788,47.608,-66.882,1.406,56.834,0.590,59.448,81.089
171.083,1137.000,51.000,182.050,87.084,1.788,47.608,-66.266,1.291,56.777,0.631,58.877,80.035
171.134,1137.000,51.000,182.050,87.007,1.810,47.631,-65.979,1.176,56.744,0.594,59.468,80.439
171.183,1140.500,50.000,181.050,87.007,1.810,47.631,-66.130,1.070,56.663,0.590,58.581,81.237
171.233,1148.000,44.000,167.050,87.007,1.810,47.634,-66.882,0.828,56.695,0.543,60.019,80.222
171.283,1148.000,44.000,167.050,87.007,1.810,47.634,-67.483,0.680,56.671,0.590,57.734,81.089
171.334,1146.500,44.000,167.050,86.962,1.746,47.631,-67.743,0.844,56.654,0.535,58.522,81.001
171.383,1146.000,43.000,158.050,86.843,1.743,47.626,-67.784,1.000,56.483,0.445,56.533,80.272
171.434,1140.000,44.000,159.050,86.671,1.919,47.625,-67.853,1.140,56.548,0.569,57.301,81.296
171.483,1139.000,44.000,159.050,86.671,1.919,47.625,-67.798,1.336,56.687,0.522,56.926,80.636
171.534,1139.000,44.000,159.050,86.671,1.919,47.633,-67.511,1.443,56.720,0.610,56.828,80.538
171.583,1137.500,44.000,160.050,86.612,2.239,47.644,-67.401,1.537,56.736,0.598,57.557,80.232
171.633,1137.000,44.000,162.050,86.612,2.239,47.651,-66.772,1.464,56.654,0.615,57.222,80.577
171.683,1135.000,45.000,162.050,86.642,2.508,47.653,-66.841,1.234,56.663,0.623,58.069,79.829
171.733,1135.000,45.000,162.050,86.642,2.508,47.650,-66.964,1.058,56.557,0.656,58.030,80.557
171.784,1136.500,44.000,163.050,86.642,2.508,47.645,-67.155,0.951,56.540,0.672,57.892,80.695
171.833,1136.000,45.000,164.050,86.695,2.570,47.643,-67.483,0.893,56.548,0.709,56.926,80.016
171.883,1133.500,45.000,164.050,86.695,2.570,47.652,-67.483,0.857,56.491,0.746,57.931,81.582
171.933,1133.500,45.000,163.050,86.695,2.570,47.652,-67.470,0.697,56.467,0.746,56.848,80.636
171.983,1134.500,45.000,163.050,86.698,2.573,47.668,-67.689,0.635,56.491,0.844,57.616,80.429
172.033,1134.500,45.000,163.050,86.662,2.396,47.670,-67.962,0.548,56.500,0.783,57.163,80.666
172.083,1136.000,45.000,163.050,86.662,2.396,47.668,-67.948,0.475,56.451,0.807,56.316,79.710
172.134,1135.500,45.000,162.050,86.666,2.220,47.664,-68.400,0.449,56.573,0.787,58.384,81.198
172.183,1137.000,44.000,162.050,86.666,2.220,47.658,-68.194,0.308,56.614,0.729,57.025,80.794
172.233,1137.500,44.000,162.050,86.666,2.220,47.662,-68.235,0.286,56.581,0.639,57.596,79.937
172.283,1138.000,44.000,162.050,86.690,2.061,47.666,-68.099,0.269,56.638,0.602,57.104,81.444
172.333,1138.000,44.000,162.050,86.690,2.061,47.666,-67.675,0.406,56.654,0.635,56.414,80.025
172.383,1137.500,44.000,161.050,86.697,2.114,47.671,-67.347,0.754,56.671,0.639,57.360,80.843
172.433,1137.500,44.000,161.050,86.682,2.223,47.687,-66.868,1.082,56.663,0.676,57.951,80.843
172.483,1137.500,44.000,161.050,86.682,2.223,47.685,-66.444,1.517,56.638,0.684,57.695,80.065
172.534,1137.500,44.000,161.050,86.682,2.223,47.681,-66.499,1.886,56.679,0.709,56.986,81.267
172.583,1140.000,43.000,159.050,86.682,2.223,47.681,-66.513,2.280,56.663,0.725,57.852,80.666
172.633,1139.000,43.000,158.050,86.695,2.307,47.680,-66.649,2.493,56.540,0.676,57.399,80.173
172.684,1140.000,42.000,158.050,86.695,2.307,47.680,-66.759,2.579,56.491,0.623,58.758,80.853
172.733,1138.000,43.000,157.050,86.726,2.558,47.686,-66.745,2.739,56.491,0.598,57.360,80.745
172.783,1139.000,43.000,157.050,86.726,2.558,47.686,-66.813,2.768,56.508,0.586,58.463,80.873
172.833,1136.500,43.000,156.050,86.726,2.558,47.700,-66.759,2.821,56.597,0.552,57.754,81.079
172.883,1135.000,43.000,156.050,86.734,2.660,47.703,-66.636,2.772,56.581,0.582,59.546,80.843
172.934,1134.500,43.000,156.050,86.750,2.684,47.698,-66.608,2.678,56.614,0.548,58.424,81.040
172.983,1134.000,43.000,156.050,86.750,2.684,47.698,-66.567,2.366,56.548,0.594,58.069,81.464
173.034,1134.500,43.000,157.050,86.760,2.631,47.695,-66.786,2.005,56.548,0.590,57.793,80.035
173.083,1134.500,43.000,157.050,86.760,2.631,47.695,-66.936,1.554,56.459,0.639,58.305,80.351
173.133,1133.000,44.000,157.050,86.760,2.631,47.695,-67.087,1.148,56.557,0.623,59.054,80.843
173.183,1134.500,43.000,157.050,86.760,2.631,47.702,-67.388,0.840,56.548,0.565,57.399,80.331
173.234,1135.000,43.000,158.050,86.757,2.649,47.714,-67.552,0.668,56.557,0.539,58.995,80.498
173.283,1135.000,43.000,158.050,86.769,2.639,47.716,-67.552,0.509,56.491,0.530,58.108,80.272
173.334,1136.500,43.000,158.050,86.769,2.649,47.713,-67.470,0.419,56.581,0.522,58.896,80.242
173.383,1136.000,43.000,158.050,86.769,2.649,47.708,-67.237,0.458,56.443,0.606,58.601,81.473
173.434,1137.000,43.000,158.050,86.765,2.622,47.708,-67.196,0.635,56.475,0.582,58.207,80.055
173.483,1135.500,43.000,158.050,86.765,2.622,47.708,-66.977,0.955,56.500,0.639,58.818,81.286
173.533,1137.000,43.000,159.050,86.765,2.622,47.708,-66.854,1.222,56.491,0.721,58.365,80.242
173.583,1135.500,43.000,159.050,86.761,2.742,47.716,-67.060,1.718,56.418,0.717,60.551,79.346
173.633,1135.500,43.000,159.050,86.731,3.187,47.734,-67.005,2.071,56.434,0.738,64.865,80.666
173.683,1135.500,43.000,159.050,86.731,3.187,47.734,-66.936,2.280,56.508,0.754,70.440,79.612
173.734,1138.000,43.000,159.050,86.731,3.187,47.732,-67.142,2.325,56.500,0.754,71.445,80.232
173.783,1135.500,43.000,159.050,86.794,3.600,47.724,-67.196,2.325,56.491,0.725,74.084,80.242
173.833,1135.000,43.000,157.050,86.794,3.600,47.726,-67.210,2.399,56.491,0.729,74.006,78.981
173.883,1135.000,43.000,157.050,86.777,3.126,47.735,-67.169,2.300,56.475,0.725,73.789,80.666
173.934,1134.000,43.000,157.050,86.735,2.961,47.757,-67.169,2.050,56.491,0.750,73.769,78.696
173.984,1134.500,43.000,157.050,86.735,2.961,47.757,-67.128,1.845,56.606,0.750,75.306,79.336
174.033,1134.000,43.000,157.050,86.735,2.961,47.757,-67.251,1.652,56.548,0.705,75.975,79.356
174.083,1135.000,43.000,157.050,86.787,2.654,47.753,-67.442,1.509,56.508,0.647,76.823,79.641
174.133,1135.000,43.000,158.050,86.787,2.654,47.746,-67.374,1.361,56.491,0.615,75.818,80.262
174.183,1135.500,43.000,158.050,86.765,2.467,47.758,-67.142,1.336,56.451,0.639,75.641,79.513
174.234,1135.500,43.000,158.050,86.765,2.467,47.758,-67.292,1.259,56.443,0.656,76.251,78.617
174.283,1136.500,43.000,158.050,86.724,2.652,47.788,-67.306,1.222,56.418,0.676,77.650,79.632
174.334,1135.000,43.000,158.050,86.773,2.803,47.786,-67.292,1.246,56.491,0.750,77.689,79.632
174.383,1136.000,43.000,158.050,86.773,2.803,47.779,-67.169,1.250,56.459,0.701,77.098,79.710
174.434,1135.000,43.000,157.050,86.773,2.803,47.779,-67.155,1.275,56.410,0.754,77.867,79.513
174.483,1136.500,43.000,157.050,86.773,2.991,47.792,-67.073,1.324,56.418,0.754,78.162,79.287
174.533,1136.500,43.000,157.050,86.773,2.991,47.792,-67.018,1.484,56.426,0.762,78.280,79.632
174.583,1135.500,43.000,158.050,86.726,3.366,47.818,-67.142,1.644,56.459,0.721,78.083,79.031
174.634,1133.500,43.000,158.050,86.745,3.588,47.830,-67.292,1.677,56.500,0.721,79.147,79.671
174.683,1136.000,43.000,158.050,86.745,3.588,47.830,-67.278,1.738,56.491,0.701,78.674,79.622
174.733,1134.000,43.000,157.050,86.745,3.588,47.823,-67.265,1.853,56.426,0.754,79.541,79.080
174.784,1134.000,43.000,157.050,86.744,3.640,47.825,-67.306,1.939,56.426,0.738,79.521,79.582
174.833,1133.000,43.000,157.050,86.744,3.640,47.835,-67.388,1.976,56.483,0.791,77.906,80.390
174.883,1133.000,44.000,157.050,86.703,3.745,47.865,-67.278,1.984,56.589,0.787,79.108,78.578
174.933,1135.000,43.000,157.050,86.703,3.745,47.866,-67.388,1.956,56.606,0.775,79.127,79.553
174.983,1133.500,43.000,157.050,86.754,3.695,47.863,-67.456,1.939,56.606,0.746,78.832,79.208
175.034,1136.000,43.000,157.050,86.748,3.542,47.861,-67.470,1.939,56.589,0.713,79.088,79.454
175.083,1135.500,43.000,157.050,86.748,3.542,47.868,-67.456,1.894,56.622,0.693,78.694,80.213
175.133,1136.500,43.000,157.050,86.748,3.542,47.879,-67.538,1.820,56.606,0.684,78.852,78.686
175.184,1133.500,43.000,157.050,86.748,3.542,47.879,-67.511,1.726,56.589,0.754,78.083,79.405
175.233,1137.000,43.000,157.050,86.720,3.332,47.890,-67.442,1.706,56.508,0.750,78.852,79.868
175.283,1135.000,43.000,157.050,86.720,3.332,47.890,-67.429,1.701,56.451,0.795,78.458,79.050
175.333,1136.000,43.000,159.050,86.722,3.279,47.886,-67.265,1.669,56.451,0.852,78.379,80.232
175.383,1136.000,43.000,159.050,86.722,3.279,47.886,-67.210,1.669,56.410,0.836,78.438,79.198
175.433,1135.000,43.000,159.050,86.722,3.279,47.891,-67.224,1.669,56.378,0.820,78.261,79.198
175.483,1133.500,44.000,159.050,86.667,3.351,47.917,-67.183,1.665,56.378,0.779,78.556,80.222
175.534,1135.500,43.000,159.050,86.696,3.435,47.916,-67.251,1.701,56.363,0.791,78.595,79.011
175.583,1133.500,44.000,159.050,86.696,3.435,47.909,-67.169,1.669,56.386,0.729,77.985,79.878
175.633,1133.500,44.000,158.050,86.696,3.435,47.909,-67.142,1.722,56.312,0.668,78.970,79.789
175.683,1133.500,44.000,158.050,86.696,3.543,47.911,-67.210,1.734,56.341,0.688,78.674,78.814
175.733,1133.500,44.000,158.050,86.696,3.543,47.915,-67.210,1.714,56.349,0.606,77.945,80.282
175.783,1134.000,44.000,158.050,86.637,3.683,47.924,-67.155,1.845,56.394,0.664,78.182,78.991
175.833,1133.000,44.000,158.050,86.637,3.683,47.942,-67.183,1.956,56.386,0.709,77.610,79.937
175.883,1134.000,44.000,158.050,86.637,3.683,47.940,-67.155,2.001,56.363,0.721,78.339,80.006
175.933,1134.500,43.000,159.050,86.654,3.784,47.934,-67.183,1.948,56.378,0.799,78.418,78.597
175.984,1135.000,43.000,159.050,86.676,3.815,47.933,-67.210,1.898,56.410,0.857,77.689,80.685
176.033,1135.000,43.000,159.050,86.598,3.794,47.946,-67.196,1.927,56.443,0.820,76.901,79.829
176.083,1136.000,43.000,159.050,86.598,3.794,47.962,-67.155,1.976,56.459,0.844,77.295,78.814
176.133,1136.000,43.000,158.050,86.598,3.794,47.962,-67.224,2.026,56.491,0.836,77.394,79.622
176.183,1136.000,43.000,158.050,86.600,3.718,47.960,-67.155,1.993,56.508,0.840,77.079,79.444
176.233,1136.000,43.000,158.050,86.600,3.718,47.951,-67.237,1.993,56.500,0.832,76.921,79.789
176.283,1137.000,43.000,158.050,86.600,3.718,47.951,-67.278,2.005,56.475,0.738,76.606,79.385
176.333,1136.000,43.000,158.050,86.631,3.613,47.965,-67.196,1.960,56.459,0.852,77.394,78.952
176.383,1137.500,43.000,158.050,86.631,3.613,47.965,-67.210,1.943,56.443,0.857,76.291,79.444
176.433,1134.500,43.000,157.050,86.556,3.548,47.980,-67.183,1.931,56.426,0.902,77.276,79.632
176.483,1136.500,43.000,157.050,86.556,3.548,47.976,-67.155,1.878,56.443,0.885,77.630,79.228
176.533,1136.500,43.000,157.050,86.556,3.548,47.971,-67.073,1.837,56.443,0.906,77.965,80.055
176.583,1133.500,43.000,157.050,86.556,3.548,47.971,-67.087,1.738,56.483,0.898,77.965,79.661
176.633,1133.500,43.000,157.050,86.533,3.654,47.983,-67.196,1.636,56.483,0.803,77.630,79.681
176.683,1134.500,43.000,157.050,86.533,3.654,47.983,-67.060,1.611,56.500,0.807,76.803,80.154
176.733,1134.500,43.000,157.050,86.506,3.737,47.998,-67.060,1.607,56.516,0.758,76.901,79.691
176.783,1134.500,43.000,157.050,86.506,3.737,47.998,-67.114,1.619,56.573,0.725,75.936,79.858
176.833,1132.500,44.000,157.050,86.506,3.737,47.994,-67.210,1.763,56.557,0.705,76.527,79.858
176.884,1134.500,43.000,158.050,86.506,3.737,47.988,-67.142,1.816,56.516,0.680,77.689,79.592
176.933,1134.500,43.000,159.050,86.553,3.801,47.990,-67.224,1.861,56.475,0.734,76.350,80.725
176.983,1133.500,44.000,159.050,86.492,3.807,47.999,-67.183,1.952,56.491,0.701,76.251,79.070
177.033,1135.500,43.000,158.050,86.492,3.807,48.013,-67.183,1.968,56.475,0.750,76.153,79.641
177.083,1134.500,43.000,158.050,86.492,3.807,48.014,-67.183,1.952,56.508,0.762,77.020,79.641
177.133,1136.000,43.000,160.050,86.444,3.761,48.011,-67.196,1.968,56.630,0.766,77.630,79.228
177.183,1134.000,44.000,160.050,86.505,3.683,48.005,-67.196,2.075,56.573,0.746,75.857,80.311
177.233,1137.500,43.000,160.050,86.505,3.683,48.011,-67.183,2.075,56.557,0.746,76.192,79.050
177.284,1137.500,43.000,160.050,86.505,3.683,48.011,-67.306,2.067,56.532,0.729,75.286,79.681
177.333,1134.000,44.000,160.050,86.468,3.624,48.020,-67.142,2.009,56.565,0.697,75.286,79.691
177.383,1129.500,45.000,160.050,86.404,3.584,48.027,-67.087,1.989,56.630,0.623,77.236,79.080
177.433,1131.500,45.000,162.050,86.478,3.605,48.021,-67.114,1.989,56.597,0.672,75.975,80.843
177.483,1131.500,45.000,162.050,86.478,3.605,48.021,-67.265,1.968,56.622,0.725,75.818,79.198
177.533,1127.000,47.000,164.050,86.478,3.605,48.022,-67.155,1.935,56.386,0.717,75.660,79.799
177.583,1128.000,47.000,164.050,86.539,3.686,48.031,-67.155,1.952,56.483,0.746,75.680,79.858
177.633,1128.000,47.000,168.050,86.539,3.686,48.031,-67.060,1.993,56.516,0.828,74.340,78.981
177.683,1130.000,47.000,168.050,86.518,3.672,48.042,-67.114,1.989,56.532,0.861,74.143,80.863
177.734,1129.500,47.000,170.050,86.583,3.652,48.038,-67.032,1.931,56.614,0.848,74.656,79.306
177.783,1134.000,47.000,170.050,86.583,3.652,48.033,-67.046,1.861,56.630,0.869,74.754,79.927
177.834,1134.500,47.000,169.050,86.583,3.652,48.033,-67.128,1.866,56.565,0.844,74.439,79.405
177.883,1138.500,46.000,169.050,86.545,3.623,48.035,-67.183,1.792,56.548,0.828,74.675,79.415
177.933,1140.000,45.000,166.050,86.545,3.623,48.055,-67.142,1.825,56.606,0.758,74.222,80.863
177.983,1141.000,45.000,166.050,86.545,3.623,48.055,-67.128,1.825,56.654,0.734,73.099,79.533
178.033,1142.000,45.000,163.050,86.603,3.573,48.054,-67.155,1.845,56.646,0.709,73.572,80.065
178.083,1142.000,45.000,163.050,86.603,3.573,48.054,-67.142,1.825,56.654,0.643,73.927,80.222
178.133,1143.500,43.000,163.050,86.661,3.573,48.047,-67.169,1.812,56.597,0.746,73.198,79.563
178.183,1141.000,43.000,159.050,86.661,3.573,48.051,-67.224,1.759,56.565,0.770,73.769,79.622
178.233,1139.000,44.000,159.050,86.661,3.573,48.051,-67.251,1.837,56.557,0.791,72.646,79.878
178.283,1137.500,44.000,159.050,86.609,3.551,48.071,-67.155,1.861,56.622,0.770,72.784,79.592
178.333,1134.000,44.000,161.050,86.609,3.551,48.071,-67.032,1.911,56.654,0.770,73.493,80.351
178.383,1134.000,44.000,161.050,86.609,3.551,48.069,-67.128,1.923,56.679,0.734,73.060,80.400
178.434,1131.000,45.000,161.050,86.605,3.450,48.065,-67.155,1.866,56.703,0.688,71.839,79.691
178.483,1122.000,50.000,164.050,86.739,3.490,48.061,-67.196,1.816,56.687,0.639,72.922,79.819
178.533,1121.500,56.000,191.050,86.739,3.490,48.063,-67.210,1.804,56.638,0.647,70.519,79.661
178.583,1123.000,57.000,191.050,87.017,3.708,48.069,-67.169,1.788,56.638,0.631,70.539,80.479
178.633,1129.500,54.000,193.050,87.517,3.332,48.083,-67.183,1.796,56.663,0.627,69.751,80.193
178.683,1129.500,54.000,193.050,87.517,3.332,48.083,-67.196,1.734,56.687,0.676,69.908,80.449
178.734,1129.000,54.000,193.050,87.517,3.332,48.081,-67.155,1.742,56.459,0.734,72.114,79.228
178.783,1131.000,54.000,191.050,87.482,3.113,48.075,-67.278,1.656,56.451,0.713,71.149,79.582
178.834,1134.000,54.000,190.050,87.578,3.251,48.074,-67.470,1.464,56.443,0.754,72.725,80.163
178.883,1135.000,54.000,190.050,87.578,3.251,48.074,-67.456,1.341,56.483,0.705,70.223,80.282
178.933,1137.000,53.000,191.050,87.578,3.251,48.094,-67.579,1.373,56.589,0.664,70.460,80.469
178.984,1137.000,53.000,191.050,87.578,3.251,48.094,-67.087,1.394,56.500,0.688,72.292,79.799
179.033,1141.000,52.000,189.050,87.936,3.149,48.095,-66.868,1.525,56.491,0.701,71.819,79.641
179.083,1143.000,52.000,189.050,88.217,3.078,48.092,-66.690,1.607,56.565,0.766,71.799,79.474
179.133,1143.000,52.000,189.050,88.217,3.078,48.086,-66.649,1.603,56.581,0.738,71.602,80.144
179.183,1146.000,49.000,183.050,88.270,3.097,48.085,-66.690,1.574,56.630,0.816,71.583,79.651
179.234,1145.500,46.000,174.050,88.841,3.189,48.096,-66.786,1.546,56.638,0.758,69.751,80.291
179.284,1140.500,47.000,174.050,88.841,3.189,48.096,-66.964,1.546,56.654,0.807,70.814,80.745
179.334,1139.500,47.000,170.050,88.841,3.189,48.108,-66.950,1.529,56.654,0.779,70.125,79.641
179.383,1139.500,47.000,170.050,89.165,3.081,48.104,-66.745,1.517,56.565,0.766,70.676,79.829
179.433,1133.000,49.000,173.050,89.294,3.083,48.098,-66.991,1.607,56.524,0.762,70.933,79.730
179.483,1134.000,48.000,173.050,89.294,3.083,48.098,-67.018,1.636,56.540,0.746,70.184,78.804
179.533,1131.000,49.000,175.050,89.555,3.171,48.103,-67.087,1.652,56.622,0.750,71.740,81.257
179.583,1133.000,49.000,175.050,89.555,3.171,48.110,-67.128,1.607,56.671,0.729,70.499,80.055
179.633,1132.000,49.000,176.050,89.555,3.171,48.120,-67.060,1.562,56.597,0.725,70.263,80.075
