time(sec),engine_speed(rpm),actual_torque(%),fuel_rate(LPH),tilt_pitch(deg),tilt_roll(deg),tilt_yaw(deg),arm_tilit(deg),arm_roll(deg),boom_tilit(deg),boom_roll(deg),pressure(bar),flow_rate(LPM)
48.320,1131.500,40.000,165.050,84.049,-2.432,18.188,-85.451,1.673,59.204,0.840,-0.004,0.087
48.371,1129.000,42.000,154.050,84.049,-2.432,18.193,-88.531,1.726,59.066,0.959,-0.063,0.057
48.420,1132.500,42.000,154.050,84.049,-2.432,18.193,-88.636,1.767,59.155,0.939,-0.063,0.195
48.471,1131.000,42.000,151.050,84.225,-2.447,18.192,-88.323,1.825,59.424,0.898,-0.043,0.254
48.520,1131.000,42.000,151.050,84.225,-2.447,18.192,-88.479,1.767,59.530,0.770,-0.102,0.057
48.570,1136.000,40.000,151.050,82.309,-2.423,18.193,-88.062,1.677,59.334,0.697,-0.181,0.303
48.620,1131.500,42.000,145.050,79.137,-2.494,18.192,-88.688,1.603,58.683,0.688,-0.063,0.166
48.671,1125.500,43.000,151.050,79.137,-2.494,18.192,-88.792,1.624,57.966,0.824,-0.102,0.274
48.720,1125.500,43.000,151.050,79.137,-2.494,18.192,-88.375,1.952,57.917,1.107,-0.023,0.254
48.770,1112.000,52.000,177.050,76.383,-2.441,18.190,-85.712,2.194,58.471,1.390,-0.063,0.294
48.820,1119.000,51.000,177.050,76.383,-2.441,18.192,-73.913,2.280,59.440,1.455,-0.043,0.303
48.870,1127.000,48.000,174.050,74.082,-2.307,18.191,-66.854,2.267,60.263,1.386,-0.063,0.372
48.920,1130.500,48.000,174.050,74.082,-2.307,18.190,-61.718,2.079,60.646,1.176,-0.083,0.294
48.970,1134.000,47.000,170.050,73.358,-2.110,18.190,-59.646,1.677,61.200,0.885,-0.043,0.244
49.020,1141.500,44.000,170.050,73.358,-2.110,18.191,-59.582,1.300,61.827,0.573,-0.083,0.274
49.070,1141.500,44.000,170.050,74.568,-2.106,18.193,-61.345,1.021,62.340,0.308,-0.063,0.284
49.120,1150.000,36.000,149.050,74.568,-2.106,18.193,-64.913,0.820,62.414,0.188,-0.063,0.294
49.170,1150.000,36.000,149.050,76.601,-2.297,18.194,-70.842,0.885,61.966,0.188,-0.063,0.274
49.221,1146.000,35.000,141.050,78.844,-2.587,18.192,-75.356,0.963,61.281,0.299,-0.043,0.294
49.271,1146.000,35.000,141.050,78.844,-2.587,18.192,-80.459,1.238,60.271,0.668,-0.083,0.264
49.320,1145.500,34.000,136.050,78.844,-2.587,18.191,-81.692,1.632,59.163,1.070,-0.043,0.313
49.371,1140.000,35.000,133.050,80.713,-2.808,18.191,-79.099,1.935,58.479,1.423,-0.083,0.284
49.420,1140.000,35.000,133.050,80.713,-2.808,18.191,-74.807,2.366,58.259,1.907,-0.063,0.254
49.470,1119.000,44.000,151.050,80.897,-2.587,18.190,-71.814,2.862,58.455,2.214,-0.043,0.264
49.520,1119.000,44.000,151.050,80.897,-2.587,18.194,-67.224,3.080,59.049,2.198,-0.063,0.294
49.571,1114.000,49.000,151.050,78.646,-2.089,18.190,-62.781,2.743,60.068,1.960,-0.083,0.284
49.620,1114.500,52.000,174.050,78.646,-2.089,18.190,-59.950,2.087,60.817,1.382,-0.043,0.254
49.670,1117.500,55.000,186.050,75.620,-1.600,18.192,-58.400,1.230,61.387,0.684,-0.043,0.156
49.720,1117.500,55.000,186.050,75.620,-1.600,18.192,-58.080,0.376,61.672,0.033,-0.063,0.303
49.770,1127.500,52.000,189.050,74.235,-1.725,18.193,-58.567,0.016,61.835,-0.292,-0.043,0.038
49.820,1131.000,51.000,189.050,73.877,-2.559,18.195,-59.798,0.141,61.632,-0.249,-0.043,0.057
49.870,1138.500,50.000,183.050,73.877,-2.559,18.194,-61.150,0.664,61.151,-0.005,-0.043,0.244
49.920,1147.500,46.000,183.050,73.877,-2.559,18.194,-62.367,1.271,60.434,0.325,-0.043,0.185
49.970,1153.500,40.000,159.050,74.492,-3.058,18.191,-63.463,1.788,59.603,0.807,-0.043,0.106
50.020,1151.000,39.000,159.050,74.492,-3.058,18.191,-64.735,2.140,58.797,1.205,-0.023,0.303
50.071,1148.500,39.000,148.050,75.902,-2.940,18.190,-66.239,2.350,58.031,1.459,-0.004,0.235
50.120,1148.500,39.000,148.050,75.902,-2.940,18.190,-67.224,2.448,57.534,1.751,-0.063,0.254
50.171,1143.000,39.000,147.050,76.578,-2.455,18.193,-67.306,2.419,57.379,1.861,-0.043,0.057
50.220,1142.000,39.000,147.050,76.578,-2.455,18.193,-66.307,2.226,57.298,1.890,-0.043,0.244
50.270,1139.500,40.000,148.050,76.175,-1.950,18.192,-64.489,2.030,57.518,1.656,-0.043,0.205
50.320,1139.500,40.000,148.050,76.175,-1.950,18.192,-62.871,1.845,57.648,1.353,-0.083,0.284
50.370,1135.000,40.000,148.050,75.516,-1.890,18.192,-61.458,1.525,57.836,1.037,-0.043,0.303
50.420,1137.000,41.000,148.050,75.516,-1.890,18.192,-60.110,1.295,57.884,0.693,-0.043,0.254
50.470,1136.500,40.000,148.050,75.109,-2.198,18.192,-58.855,1.205,57.917,0.440,-0.063,0.225
50.520,1136.500,40.000,148.050,75.109,-2.198,18.191,-57.759,1.181,57.713,0.235,5.945,29.389
50.570,1132.000,39.000,141.050,75.186,-2.388,18.194,-57.136,1.246,57.599,0.261,15.007,56.997
50.621,1098.000,61.000,141.050,75.186,-2.388,18.194,-57.151,1.308,57.591,0.449,9.018,85.797
50.670,1089.000,77.000,248.050,76.959,-2.390,18.192,-56.731,1.390,57.306,0.750,10.516,110.135
50.720,1089.000,77.000,248.050,76.959,-2.390,18.192,-54.749,1.558,56.638,1.000,17.174,75.258
50.770,1115.500,66.000,248.050,76.499,-2.066,18.193,-52.521,1.701,55.909,1.398,6.615,77.425
50.820,1126.500,61.000,215.050,76.499,-2.066,18.191,-52.390,2.030,55.807,1.554,6.300,81.503
50.870,1130.500,60.000,208.050,74.818,-1.799,18.191,-53.519,2.337,56.173,1.693,27.201,80.873
50.920,1130.500,60.000,208.050,74.818,-1.799,18.193,-54.944,2.423,56.217,1.574,27.989,80.695
50.971,1133.000,59.000,208.050,74.026,-1.501,18.191,-55.516,2.222,56.144,1.377,9.137,80.193
51.020,1140.500,58.000,208.050,74.026,-1.501,18.191,-55.805,2.144,55.975,1.181,1.789,79.050
51.070,1151.000,52.000,208.050,73.857,-1.467,18.193,-55.856,2.099,55.470,1.119,1.671,81.060
51.121,1155.500,47.000,181.050,73.857,-1.467,18.191,-54.886,2.116,55.060,1.012,1.316,80.311
51.170,1150.000,46.000,171.050,74.209,-1.789,18.191,-53.063,2.112,54.408,1.156,1.355,80.262
51.221,1145.000,46.000,171.050,75.310,-2.142,18.192,-51.294,2.071,53.801,1.377,1.355,82.104
51.270,1142.000,47.000,172.050,75.310,-2.142,18.191,-49.694,2.083,53.581,1.431,3.818,81.808
51.320,1137.500,47.000,172.050,75.310,-2.142,18.191,-48.415,2.050,53.742,1.472,4.527,79.868
51.370,1133.500,48.000,170.050,75.524,-2.191,18.191,-47.252,1.861,54.174,1.431,2.597,81.651
51.420,1132.000,48.000,170.050,75.524,-2.191,18.191,-46.441,1.619,54.540,1.205,2.537,80.853
51.470,1131.000,49.000,173.050,74.047,-2.216,18.193,-46.096,1.316,54.775,0.906,7.639,78.213
51.520,1135.000,48.000,173.050,74.047,-2.216,18.193,-46.352,1.090,54.753,0.436,55.311,78.903
51.570,1135.000,48.000,173.050,72.698,-1.048,18.192,-46.981,0.935,54.548,0.132,62.265,77.859
51.620,1137.500,47.000,171.050,72.698,-1.048,18.192,-47.879,1.168,54.365,0.025,63.250,78.430
51.670,1138.500,47.000,172.050,72.232,-0.119,18.192,-48.833,1.611,53.830,0.222,61.024,78.548
51.720,1138.500,47.000,172.050,72.232,-0.119,18.192,-49.473,2.058,52.944,0.556,61.103,77.878
51.771,1138.500,47.000,172.050,72.150,-3.166,18.190,-50.008,2.325,52.051,1.004,62.029,78.735
51.820,1138.000,47.000,170.050,72.150,-3.166,18.190,-50.667,2.436,51.077,1.447,44.083,89.067
51.871,1138.500,47.000,170.050,73.766,-5.982,18.190,-51.638,2.505,50.308,1.751,23.714,82.114
51.920,1138.500,47.000,170.050,73.766,-5.982,18.190,-52.658,2.911,49.862,2.116,23.576,82.311
51.970,1137.500,47.000,169.050,74.511,-9.667,18.190,-52.846,3.683,49.803,2.112,29.013,82.557
52.020,1135.500,47.000,169.050,74.511,-9.667,18.190,-52.969,3.637,49.884,1.681,29.171,81.267
52.071,1134.000,48.000,171.050,73.637,-9.314,18.190,-52.998,2.710,49.928,1.427,22.158,78.006
52.120,1134.000,48.000,171.050,73.637,-9.314,18.190,-52.535,1.984,49.876,1.103,56.513,79.031
52.170,1132.000,48.000,173.050,71.946,-10.373,18.190,-52.079,1.706,49.671,1.094,60.137,80.695
52.220,1132.000,48.000,173.050,71.946,-10.373,18.190,-51.405,1.738,49.364,0.947,57.577,79.710
52.270,1135.000,48.000,173.050,71.356,-10.909,18.191,-50.790,1.890,49.013,0.758,58.581,79.021
52.320,1135.500,48.000,172.050,71.356,-10.909,18.190,-50.131,2.243,48.852,0.824,58.502,80.636
52.371,1136.500,47.000,172.050,71.353,-8.186,18.190,-49.504,2.534,48.781,0.935,57.478,79.661
52.420,1137.500,47.000,169.050,71.353,-8.186,18.190,-48.833,2.965,48.680,1.099,57.577,78.834
52.471,1137.500,47.000,169.050,71.316,-4.414,18.191,-48.249,3.231,48.514,1.164,56.276,79.021
52.520,1132.500,47.000,167.050,71.316,-4.414,18.190,-47.566,3.199,48.194,1.201,57.557,86.703
52.571,1130.500,48.000,170.050,69.973,-1.413,18.192,-46.661,3.379,47.880,1.328,19.656,79.553
52.620,1126.500,50.000,170.050,69.973,-1.413,18.196,-45.834,3.748,47.524,1.332,24.975,81.050
52.670,1126.500,50.000,170.050,67.636,2.449,18.192,-45.828,4.249,47.477,1.431,29.230,79.819
52.720,1124.000,54.000,185.050,67.636,2.449,18.194,-46.698,4.527,47.459,1.464,32.362,81.217
52.771,1132.000,53.000,187.050,66.592,2.384,18.194,-47.812,4.195,47.352,1.382,32.460,79.829
52.820,1132.000,53.000,187.050,67.502,0.988,18.195,-48.932,3.510,46.926,1.271,14.337,81.483
52.870,1131.000,54.000,191.050,67.502,0.988,18.194,-49.885,2.944,46.357,1.193,14.396,80.035
52.920,1131.500,54.000,191.050,67.502,0.988,18.194,-50.660,2.473,45.741,1.205,2.143,80.508
52.970,1131.500,54.000,191.050,69.034,0.154,18.199,-51.183,2.185,45.089,1.308,1.966,80.863
53.020,1132.500,54.000,191.050,69.034,0.154,18.187,-51.417,1.919,44.579,1.501,1.749,79.671
53.070,1125.500,57.000,198.050,70.139,-0.409,18.193,-51.171,1.665,44.188,1.640,1.749,82.163
53.120,1122.000,61.000,198.050,70.139,-0.409,18.193,-50.716,1.410,44.064,1.685,1.730,80.922
53.171,1122.000,61.000,198.050,70.534,-0.801,18.192,-49.977,1.271,44.004,1.710,1.769,81.592
53.220,1126.500,61.000,206.050,69.998,-1.004,18.191,-48.993,1.086,44.111,1.636,1.730,81.483
53.270,1126.500,61.000,208.050,69.998,-1.004,18.193,-47.763,0.947,44.170,1.558,1.730,80.833
53.320,1130.500,60.000,208.050,69.998,-1.004,18.193,-46.473,0.783,44.235,1.336,1.749,82.340
53.370,1130.500,60.000,208.050,68.989,-1.020,18.194,-45.042,0.623,44.241,1.127,1.533,80.882
53.421,1132.000,60.000,208.050,68.420,-0.944,18.191,-43.931,0.496,44.218,0.816,1.552,82.114
53.470,1132.000,60.000,208.050,68.420,-0.944,18.194,-42.973,0.419,44.099,0.651,1.769,81.424
53.520,1136.000,60.000,210.050,68.420,-0.944,18.194,-42.232,0.530,44.004,0.556,1.749,80.804
53.570,1138.500,59.000,208.050,67.955,-0.802,18.191,-41.504,0.610,43.809,0.631,1.671,82.291
53.620,1141.500,58.000,208.050,67.955,-0.802,18.193,-41.191,0.746,43.435,0.717,1.749,81.306
53.671,1141.500,58.000,208.050,68.024,-0.504,18.190,-41.287,0.967,43.068,0.988,1.749,82.675
53.720,1143.000,56.000,204.050,68.024,-0.504,18.193,-41.638,1.135,42.742,1.127,3.109,77.553
53.770,1143.000,56.000,204.050,68.432,-0.245,17.227,-42.047,1.267,42.363,1.418,40.360,79.356
53.820,1141.500,56.000,199.050,68.432,-0.245,17.400,-42.698,1.353,42.008,1.496,53.420,77.534
53.870,1139.000,56.000,199.050,68.733,-0.282,18.303,-43.312,1.242,41.590,1.558,70.578,78.617
53.920,1139.000,56.000,199.050,68.733,-0.282,19.168,-43.937,1.213,41.220,1.501,55.646,88.870
53.970,1135.500,57.000,199.050,69.212,-0.422,19.201,-44.614,1.140,40.866,1.554,14.810,83.936
54.021,1139.000,56.000,200.050,69.212,-0.422,19.185,-45.413,0.984,40.518,1.619,4.409,82.941
54.070,1138.500,56.000,197.050,70.664,-0.311,19.747,-45.802,1.090,40.325,1.911,2.616,83.965
54.120,1138.500,56.000,197.050,72.115,-0.336,19.755,-45.592,1.025,39.971,2.103,12.682,83.926
54.171,1140.500,55.000,195.050,72.115,-0.336,19.759,-44.902,1.086,39.713,1.960,14.199,83.936
54.220,1139.000,55.000,195.050,72.013,0.212,19.755,-43.835,1.431,39.563,1.943,31.140,83.138
54.270,1140.000,55.000,193.050,72.013,0.212,19.753,-42.373,1.697,39.504,1.948,22.611,84.960
54.320,1138.000,55.000,193.050,70.918,0.890,19.747,-40.757,2.038,39.660,1.956,2.104,83.128
54.371,1138.500,55.000,192.050,70.918,0.890,19.745,-39.775,2.149,40.051,1.800,1.907,83.857
54.420,1139.500,54.000,192.050,70.040,1.451,19.750,-39.081,2.231,40.410,1.574,1.749,83.581
54.470,1143.500,53.000,192.050,70.040,1.451,19.750,-38.787,2.292,40.620,1.222,1.749,81.798
54.520,1152.000,47.000,192.050,70.040,1.451,19.749,-39.252,2.321,40.737,0.906,1.749,80.902
54.570,1152.500,43.000,164.050,71.040,1.712,19.755,-40.677,2.313,40.721,0.697,1.749,80.498
54.620,1149.000,44.000,164.050,72.121,1.395,19.759,-43.989,2.358,40.620,0.552,1.671,79.868
54.670,1140.500,47.000,169.050,72.121,1.395,19.760,-48.956,2.321,40.335,0.738,1.336,77.406
54.720,1135.000,48.000,169.050,72.121,1.395,19.760,-52.347,2.419,39.569,0.779,1.336,72.205
54.770,1132.500,49.000,175.050,74.239,1.276,19.760,-53.729,2.079,37.960,1.197,1.710,64.138
54.820,1121.000,57.000,175.050,74.239,1.276,19.760,-53.736,2.243,36.595,1.804,1.769,61.676
54.871,1119.500,62.000,210.050,76.795,0.592,19.759,-53.830,2.669,36.487,2.505,1.749,59.430
54.920,1115.500,67.000,210.050,76.845,0.093,19.759,-53.903,2.944,37.231,2.891,1.730,62.355
54.971,1116.500,70.000,237.050,76.845,0.093,19.760,-53.020,2.772,38.175,2.756,1.769,64.168
55.020,1116.000,73.000,237.050,75.938,0.213,19.759,-52.282,2.198,39.129,2.296,1.336,62.799
55.071,1121.000,73.000,241.050,75.938,0.213,19.759,-52.079,1.644,40.003,1.607,1.336,62.483
55.120,1131.500,68.000,241.050,77.063,-0.099,19.759,-52.029,1.168,40.673,0.902,1.355,60.474
55.171,1139.500,66.000,227.050,77.063,-0.099,19.759,-52.369,1.053,40.979,0.436,1.355,58.435
55.220,1149.500,60.000,227.050,79.699,-0.737,19.759,-52.354,0.955,41.011,0.115,1.001,56.593
55.271,1148.000,59.000,202.050,79.699,-0.737,19.759,-51.544,0.914,40.882,0.201,0.902,54.880
55.320,1146.000,57.000,202.050,81.075,-0.633,19.759,-50.365,1.049,40.566,0.445,0.942,52.880
55.371,1146.000,57.000,202.050,81.075,-0.633,19.759,-48.747,1.353,40.469,0.861,0.942,56.190
55.420,1137.500,60.000,206.050,79.680,-0.050,19.759,-47.055,1.796,40.711,1.484,0.942,56.800
55.470,1133.500,60.000,209.050,79.680,-0.050,19.759,-45.956,2.132,41.274,2.050,0.922,58.228
55.521,1133.500,60.000,209.050,79.680,-0.050,19.759,-45.822,2.501,42.056,2.415,0.942,57.539
55.570,1132.000,61.000,212.050,79.043,0.607,19.759,-46.486,2.489,43.086,2.509,0.942,56.978
55.620,1131.000,61.000,212.050,79.169,0.672,19.759,-47.621,2.161,43.619,2.128,0.962,57.244
55.670,1131.000,62.000,213.050,79.169,0.672,19.759,-49.171,1.767,43.767,1.472,0.942,56.298
55.720,1132.000,62.000,213.050,79.169,0.672,19.759,-51.146,1.369,43.720,0.885,0.942,57.194
55.770,1132.500,62.000,215.050,80.349,-0.000,19.759,-53.678,1.140,43.566,0.389,0.962,56.800
55.820,1133.500,62.000,215.050,80.349,-0.000,19.759,-56.283,1.008,43.441,0.209,7.521,57.194
55.871,1134.000,62.000,214.050,81.000,-0.203,19.759,-58.312,1.172,43.394,0.321,6.694,56.150
55.921,1137.000,62.000,214.050,81.000,-0.203,19.759,-59.774,1.439,43.572,0.758,6.556,55.549
55.971,1137.000,61.000,211.050,81.059,0.019,19.759,-60.342,1.742,43.809,1.271,6.576,55.559
56.020,1137.500,61.000,211.050,81.059,0.019,19.759,-60.653,2.132,43.981,1.697,1.237,55.352
56.070,1137.500,60.000,209.050,80.419,0.609,19.759,-60.877,2.382,44.235,2.034,0.942,55.628
56.120,1136.000,61.000,209.050,80.346,0.925,19.760,-61.466,2.477,44.502,2.103,0.942,56.751
56.170,1137.000,60.000,209.050,80.346,0.925,19.759,-62.424,2.391,44.787,2.050,0.942,56.387
56.220,1134.500,61.000,209.050,80.732,0.597,19.759,-63.349,2.210,45.071,1.742,0.922,56.377
56.270,1137.500,60.000,210.050,80.732,0.597,19.759,-64.721,2.026,45.278,1.509,3.581,55.943
56.320,1137.500,60.000,210.050,81.101,0.024,19.759,-66.417,1.853,45.563,1.222,3.838,54.545
56.371,1140.000,59.000,208.050,81.101,0.024,19.759,-67.921,1.656,45.995,0.930,3.739,54.909
56.420,1140.000,59.000,208.050,81.101,0.024,19.759,-68.728,1.566,46.268,0.869,1.474,54.929
56.471,1142.500,58.000,206.050,81.528,-0.234,19.759,-68.810,1.484,46.511,0.824,7.639,54.092
56.520,1143.000,57.000,206.050,82.070,-0.134,19.759,-68.618,1.480,46.707,0.906,11.757,54.249
56.570,1142.500,57.000,203.050,82.070,-0.134,19.759,-67.976,1.521,46.997,1.021,11.816,54.111
56.620,1140.000,57.000,203.050,82.070,-0.134,19.759,-67.388,1.537,47.240,1.119,6.221,54.230
56.670,1138.500,58.000,203.050,81.941,0.025,19.759,-67.648,1.542,47.435,1.234,1.375,55.549
56.720,1133.500,59.000,203.050,81.941,0.025,19.759,-68.386,1.587,47.643,1.238,1.316,55.983
56.771,1131.000,59.000,207.050,81.836,0.064,19.759,-70.016,1.619,47.821,1.267,1.296,57.086
56.820,1126.500,62.000,207.050,82.128,-0.040,19.759,-71.624,1.652,47.898,1.254,1.021,57.756
56.871,1128.000,64.000,211.050,82.128,-0.040,19.759,-73.333,1.640,47.981,1.238,0.981,57.283
56.921,1128.000,64.000,211.050,82.128,-0.040,19.759,-75.565,1.591,48.182,1.115,0.962,58.622
56.970,1126.500,65.000,211.050,82.686,-0.147,19.759,-78.744,1.521,48.230,1.017,0.922,58.682
57.020,1128.000,65.000,219.050,83.447,-0.211,19.759,-82.318,1.476,48.366,0.959,3.030,58.228
57.070,1132.000,64.000,218.050,83.447,-0.211,19.759,-86.495,1.492,48.490,0.955,5.177,58.554
57.120,1135.000,63.000,218.050,83.447,-0.211,19.759,-88.114,1.619,48.680,1.066,5.157,57.450
57.170,1134.500,63.000,219.050,83.848,-0.133,19.759,-88.375,1.673,48.875,1.135,6.536,59.381
57.220,1136.500,63.000,219.050,83.848,-0.133,19.759,-88.427,1.714,48.969,1.135,4.527,58.800
57.270,1135.000,63.000,219.050,84.034,0.007,19.759,-88.375,1.738,49.291,1.230,4.744,59.470
57.320,1133.500,63.000,219.050,84.237,0.014,19.759,-88.166,1.759,49.620,1.185,4.369,61.055
57.370,1134.000,63.000,219.050,84.237,0.014,19.759,-88.270,1.693,49.935,1.111,1.572,60.642
57.420,1132.500,64.000,219.050,84.822,-0.092,19.759,-88.792,1.537,50.133,1.062,1.592,61.686
57.471,1133.500,64.000,220.050,84.822,-0.092,19.759,-88.270,1.480,50.345,1.041,1.454,60.484
57.520,1135.000,64.000,220.050,84.822,-0.092,19.759,-88.323,1.431,50.667,0.939,6.635,60.523
57.570,1132.000,64.000,219.050,85.629,-0.215,19.756,-88.270,1.451,50.858,0.873,6.950,64.798
57.620,1107.000,80.000,219.050,84.567,-0.287,19.754,-88.270,1.574,50.909,0.930,3.266,74.214
57.671,1096.000,89.000,290.050,84.567,-0.287,19.754,-79.267,1.779,50.550,1.017,20.227,115.888
57.720,1131.000,82.000,290.050,81.948,-0.304,19.757,-73.835,2.030,49.693,0.959,21.252,80.725
57.770,1145.500,72.000,257.050,81.948,-0.304,19.757,-76.548,2.550,50.550,0.955,8.624,77.061
57.820,1156.000,65.000,257.050,77.547,-0.253,19.758,-88.897,2.669,53.083,1.004,11.402,73.761
57.870,1163.000,57.000,208.050,77.547,-0.253,19.759,-88.897,2.661,54.064,1.037,11.973,70.087
57.921,1163.000,57.000,208.050,77.547,-0.253,19.759,-88.531,1.943,54.079,1.053,11.993,67.477
57.971,1125.500,70.000,231.050,71.466,-0.059,19.760,-84.355,0.910,54.094,1.135,3.325,74.017
58.021,1116.000,78.000,231.050,71.466,-0.059,19.760,-72.964,0.201,53.911,1.111,5.906,86.378
58.071,1130.000,72.000,257.050,66.596,-0.568,24.694,-63.114,1.927,53.215,1.369,11.914,75.150
58.120,1130.000,72.000,257.050,66.596,-0.568,24.694,-57.404,3.892,52.644,2.054,6.024,77.947
58.170,1150.500,63.000,226.050,61.896,-3.080,24.694,-55.733,4.105,53.222,2.628,5.788,76.765
58.220,1149.000,61.000,226.050,61.896,-3.080,24.694,-57.129,3.071,54.994,2.464,8.979,78.213
58.270,1147.500,61.000,215.050,59.347,-6.377,24.697,-59.207,1.103,55.975,1.599,10.949,77.415
58.320,1143.500,62.000,215.050,59.347,-6.377,24.700,-61.117,-1.252,55.675,0.660,8.684,77.849
58.370,1141.000,63.000,218.050,59.009,-8.068,24.694,-62.700,-3.442,55.243,-0.219,1.789,78.253
58.420,1141.000,63.000,218.050,59.009,-8.068,24.694,-65.350,-4.482,54.950,-0.832,1.769,76.992
58.471,1135.500,64.000,218.050,59.608,-8.022,24.694,-69.737,-4.466,54.643,-0.853,1.592,75.229
58.520,1110.000,83.000,227.050,60.653,-7.451,24.695,-71.847,-3.578,53.793,-0.408,1.533,73.761
58.570,1110.000,83.000,227.050,60.653,-7.451,24.695,-72.048,-2.430,52.834,0.149,1.572,73.476
58.620,1115.000,87.000,282.050,60.653,-7.451,24.695,-70.943,-1.466,51.948,0.857,1.355,75.770
58.671,1116.000,89.000,287.050,62.032,-6.704,24.693,-69.636,-0.840,51.326,1.480,1.139,78.647
58.721,1121.000,88.000,287.050,62.032,-6.704,24.693,-67.798,-0.382,51.253,1.911,1.887,80.016
58.770,1121.000,88.000,287.050,62.304,-4.826,24.693,-65.911,-0.301,51.429,2.099,4.094,78.233
58.820,1128.000,85.000,286.050,59.745,-3.657,24.692,-63.991,-0.566,51.553,1.989,4.566,78.903
58.870,1141.000,82.000,278.050,59.745,-3.657,24.694,-63.009,-0.896,51.656,1.574,8.526,77.603
58.920,1147.000,77.000,278.050,59.745,-3.657,24.694,-61.962,-1.042,51.670,1.115,8.487,78.597
58.970,1150.000,74.000,264.050,57.710,-3.798,24.692,-60.581,-0.879,51.714,0.791,2.163,78.302
59.020,1150.000,74.000,264.050,57.710,-3.798,24.692,-59.143,-0.609,51.568,0.492,1.966,77.780
59.070,1147.000,72.000,253.050,56.456,-3.594,24.693,-57.672,-0.061,51.194,0.248,1.690,79.011
59.120,1144.500,72.000,253.050,56.456,-3.594,24.694,-56.673,0.479,50.931,0.183,1.552,78.922
59.170,1145.000,71.000,248.050,55.580,-2.390,24.685,-56.044,1.049,50.491,0.201,1.552,79.247
59.220,1144.000,70.000,248.050,55.580,-2.390,24.689,-55.668,2.883,49.745,0.393,1.730,79.336
59.270,1144.000,70.000,248.050,54.708,1.038,24.689,-55.436,4.474,48.954,0.462,1.789,80.242
59.320,1142.500,70.000,244.050,54.708,1.038,24.690,-55.494,5.594,48.443,0.449,1.749,79.356
59.370,1140.000,71.000,243.050,54.173,5.762,24.689,-55.661,6.631,47.963,0.750,1.730,79.139
59.420,1142.000,70.000,243.050,54.173,5.762,24.689,-56.073,7.718,47.406,1.222,1.612,80.873
59.470,1143.000,70.000,241.050,53.901,8.691,24.688,-56.493,8.847,46.730,1.829,4.901,79.947
59.520,1143.000,70.000,241.050,53.901,8.691,24.688,-56.941,9.833,46.001,2.263,5.335,79.858
59.570,1145.000,66.000,229.050,53.581,9.936,24.690,-57.520,10.166,45.344,2.399,2.577,81.729
59.620,1146.500,64.000,229.050,53.581,9.936,24.690,-58.456,9.997,44.650,2.411,2.518,80.134
59.671,1142.500,64.000,219.050,53.476,9.677,24.685,-59.678,9.494,44.141,2.407,1.730,80.065
59.721,1142.500,64.000,219.050,53.476,9.677,24.689,-60.749,8.693,43.690,2.362,1.730,79.878
59.770,1139.500,64.000,219.050,53.413,7.532,24.688,-61.272,7.956,43.216,2.391,1.572,80.016
59.820,1137.000,64.000,219.050,52.942,4.822,24.701,-61.029,7.099,42.736,2.247,8.959,79.760
59.870,1138.000,64.000,221.050,52.942,4.822,24.702,-60.294,6.041,42.094,2.116,8.979,80.252
59.920,1136.500,64.000,221.050,52.942,4.822,24.702,-59.503,4.979,41.520,1.993,14.711,79.622
59.970,1139.000,64.000,221.050,53.066,2.659,24.702,-59.111,4.339,41.118,1.902,14.751,80.104
60.020,1139.000,64.000,221.050,53.066,2.659,24.702,-59.255,3.781,40.812,1.857,2.143,80.794
60.070,1142.000,63.000,221.050,53.429,1.346,24.702,-59.630,3.613,40.405,1.989,1.927,79.641
60.120,1146.000,60.000,216.050,53.429,1.346,24.702,-59.542,3.449,40.008,1.952,1.789,80.508
60.170,1146.000,57.000,202.050,54.452,1.295,24.702,-58.639,3.067,39.703,1.882,1.730,85.374
60.220,1146.000,57.000,202.050,54.452,1.295,24.702,-58.088,2.661,39.563,1.706,2.124,83.729
60.271,1147.500,55.000,202.050,57.366,1.329,24.702,-59.279,1.468,39.906,1.710,2.163,83.709
60.321,1144.000,56.000,198.050,57.366,1.329,24.702,-60.693,-0.335,40.459,1.714,1.651,83.926
60.371,1139.000,57.000,198.050,61.915,1.118,24.702,-59.574,-0.785,40.662,1.570,1.592,83.453
60.420,1130.500,60.000,204.050,61.915,1.118,24.702,-57.050,-0.181,40.416,1.324,1.651,81.217
60.470,1128.000,63.000,216.050,63.967,0.060,24.702,-55.132,0.389,40.260,1.103,1.749,80.459
60.520,1128.000,63.000,216.050,64.298,-1.033,24.702,-54.315,0.775,40.378,0.873,1.789,79.267
60.570,1141.500,61.000,214.050,64.298,-1.033,24.702,-54.539,0.582,40.539,0.458,4.389,79.484
60.620,1141.500,61.000,214.050,67.861,-0.761,24.702,-54.358,0.436,40.464,-0.091,7.108,78.223
60.671,1147.000,58.000,214.050,67.861,-0.761,24.702,-53.440,0.635,40.089,-0.275,3.010,79.366
60.720,1148.000,56.000,196.050,67.861,-0.761,24.701,-52.593,1.185,39.756,0.286,2.163,77.425
60.771,1142.000,57.000,196.050,69.398,-0.358,24.702,-52.506,1.529,40.030,0.627,2.104,74.579
60.820,1136.500,58.000,199.050,69.398,-0.358,24.701,-52.195,1.779,40.469,0.750,9.629,70.245
60.871,1126.000,60.000,199.050,70.555,0.098,24.701,-51.202,1.308,40.646,0.955,13.175,67.822
